id,name,vintage,region,colour,sweetness,score
06558e47-fc31-47d3-920e-886363f387b2,d'atteindre vos buts Ardennes,2020,Franche-Comté,red,semi-sweet,71
06660dcd-79b0-4005-b65b-f0fda9d464c3,d'avancer Sarthe,2013,Île-de-France,white,semi-sweet,78
06677b58-c152-4b1b-919c-79ccd2e0f8fa,d'atteindre vos buts Seine-Saint-Denis,2000,Midi-Pyrénées,white,dry,82
066de466-bb8f-4b77-a813-cad3fb59f10d,d'évoluer Vendée,1990,Midi-Pyrénées,white,dry,58
06787f8e-bd13-4f75-bc1d-7978d5818b42,de concrétiser vos projets Landes,2017,Lorraine,red,semi-sweet,76
067ee364-afb1-4cf5-84ae-5cc8b833262c,de concrétiser vos projets Ille-et-Vilaine,1957,Alsace,white,sweet,75
068b3712-5c2e-4475-844b-76e2557232c5,de concrétiser vos projets Cher,1959,Saint-Barthélémy,red,semi-sweet,89
06aa7811-d3d5-461d-9b32-ff2f5701238d,d'atteindre vos buts Hautes-Pyrénées,2016,Nouvelle-Calédonie,red,semi-sweet,72
06b26907-3bff-4b7f-82ef-73f572587289,de concrétiser vos projets Var,1973,Île-de-France,red,sweet,59
06c5d507-276e-458e-8774-a86b6f2323dd,de changer Val-de-Marne,2002,Saint-Martin,red,sweet,79
06ca4e93-7340-451b-835d-a9ec454b30e5,de rouler Morbihan,1953,Saint-Barthélémy,red,dry,74
06cf8b98-2108-4546-9382-c7fa5a447a75,d'atteindre vos buts Hautes-Pyrénées,1992,Nouvelle-Calédonie,red,semi-sweet,70
06df4b41-353b-435e-9754-00356246aad8,d'évoluer Lozère,2020,Poitou-Charentes,white,sweet,66
06ee4ccc-7f24-4340-b505-e6d86746ead3,d'innover Allier,2002,Champagne-Ardenne,red,semi-sweet,74
072a7edc-7b69-4fee-8a8d-77b088bfc035,d'atteindre vos buts Allier,1984,Polynésie française,white,semi-sweet,62
073058f0-af7b-4f99-809c-91e39d659664,d'innover Nord,2019,,,,94
07394fba-07fa-4fed-b5bc-66054a15c19c,de changer Val-de-Marne,1988,Saint-Martin,red,sweet,83
074255ca-9e9d-4ab8-90eb-470d2a65a8f6,de changer Cher,2014,,,,60
074a015a-5638-4c87-aa94-d4cf11d89449,d'évoluer Drôme,2010,Saint-Barthélémy,white,dry,58
0792e382-778a-46f3-a6a4-66915b528ded,d'avancer Deux-Sèvres,1963,Aquitaine,red,sweet,90
079cae51-21f4-4859-8931-2074de02cd16,de louer Pyrénées-Orientales,2003,Polynésie française,white,sweet,66
07b7b1d3-0806-4e87-aae7-19364b5f6f61,de rouler Cher,1999,Rhone-Alpes,white,semi-sweet,59
07c4a02a-a440-40a0-9800-213427ea4035,de concrétiser vos projets Seine-Saint-Denis,2016,Franche-Comté,red,semi-sweet,78
07ccc5ee-59f9-4afa-b0f6-2c7e41072606,d'évoluer Alpes-Maritimes,1979,Corse,white,semi-sweet,61
07e2f284-9db5-421f-ad01-67008d6a2cd2,de concrétiser vos projets Var,1983,Île-de-France,red,sweet,65
07e5ce7b-c57c-4c5a-8fa0-2cf60cef7c91,de concrétiser vos projets Côte-d'Or,2008,Nouvelle-Calédonie,white,semi-sweet,95
08130e00-2827-4ae9-a904-d3dd1f978cda,de changer Alpes-de-Haute-Provence,1943,Nord-Pas-de-Calais,white,sweet,70
08188080-9dbf-4c7e-b7b4-7b498258dcda,d'avancer Nord,2017,Aquitaine,white,semi-sweet,76
081ae481-594c-4fbb-b6ff-762daddefcf1,de concrétiser vos projets Oise,1986,,,,84
081b8a45-42f9-4204-ab80-631d9a48e559,de changer Landes,2013,Mayotte,red,dry,79
0821a6d5-e849-44f1-a96e-639082d011a5,de concrétiser vos projets Oise,1994,,,,91
085cde30-8899-44a2-9efb-229ef67985e4,de rouler Indre,1980,Bretagne,red,sweet,89
0888ceeb-dbcc-42ae-87ae-4bd42cf3702c,d'atteindre vos buts Hautes-Pyrénées,1973,Nouvelle-Calédonie,red,semi-sweet,70
08c44eae-ce9f-4cba-be07-855cd19d66b4,d'atteindre vos buts Hautes-Pyrénées,1976,Nouvelle-Calédonie,red,semi-sweet,77
08d89ec4-de42-4a6d-9b44-39bf51907d28,d'innover Drôme,1947,Limousin,white,sweet,85
08dae4a2-e3c7-429b-b781-67db6607581f,d'atteindre vos buts Guadeloupe,2020,Réunion,red,dry,72
08e0d53f-f4ba-47f4-bba1-c18b34a71e16,de changer Isère,2015,Pays-de-Loire,white,semi-sweet,75
08e2b420-1471-4d0a-be56-6681cf4190e6,d'avancer Deux-Sèvres,1983,Aquitaine,red,sweet,88
08fb2e22-a7c3-41a7-befe-d012f25d16ad,de changer Alpes-de-Haute-Provence,2005,Nord-Pas-de-Calais,white,sweet,65
08fe13ca-7422-4f9e-ac3c-ee37ef7a580c,de changer Alpes-de-Haute-Provence,1975,Nord-Pas-de-Calais,white,sweet,67
0904a973-5e75-450f-9c4b-90cee66cec03,de changer Isère,2003,Pays-de-Loire,white,semi-sweet,75
09304938-4dfd-447d-9ea7-33b79114569b,de concrétiser vos projets Orne,2012,Auvergne,white,dry,87
09322714-6d3e-418b-90a2-e51bd217b9f0,de louer Loir-et-Cher,2012,Limousin,red,sweet,90
09392e59-28da-4b16-af44-471eb3b260d6,d'évoluer Drôme,1998,Saint-Barthélémy,white,dry,65
093a2d6a-aaad-4067-bb5e-dece076fbe8a,de concrétiser vos projets Tarn,2011,Languedoc-Roussillon,red,semi-sweet,60
095a09f2-911e-42e0-9bcc-8cf6988571be,d'avancer Deux-Sèvres,2007,Aquitaine,red,sweet,90
096220f3-af47-48d8-927d-337fbabd2f90,d'innover Vendée,1967,Martinique,red,sweet,85
096b4771-8345-4ec5-823c-f7efa7dfa253,dinnover Mayotte,1992,,,,65
0976315a-cf7b-4b47-b840-6bac83fa3bf3,de concrétiser vos projets Ille-et-Vilaine,1980,Alsace,white,sweet,75
097887f8-9d36-490d-803e-93e92b9adeb8,de concrétiser vos projets Oise,1971,,,,89
09bf0869-d724-4b15-a459-a0468b02bded,de concrétiser vos projets Gard,2008,Bourgogne,white,semi-sweet,80
09fc6839-661d-4e78-8d33-6a5f48fbf1c3,de changer Val-de-Marne,1980,Saint-Martin,red,sweet,87
0a04a190-a5e7-4c71-929e-761685510cff,de rouler Morbihan,1972,Saint-Barthélémy,red,dry,76
0a0e2f38-6afc-4ebf-a219-97c85d12dd3f,de rouler Morbihan,2000,Saint-Barthélémy,red,dry,74
0a2c8afe-5810-4fad-a92e-4380c1536864,d'évoluer Alpes-Maritimes,1998,Corse,white,semi-sweet,70
0a339aca-440a-44fe-ae4a-f50db5a7a51c,de concrétiser vos projets Gard,1970,Bourgogne,white,semi-sweet,71
0a4963e0-4638-44c5-aaf1-2894319e875e,d'avancer Val-d'Oise,2012,Wallis-et-Futuna,red,dry,63
0a57ad64-63eb-4cf0-9c4a-e4d730c05d42,de louer Pyrénées-Orientales,1979,Polynésie française,white,sweet,68
0a5be5df-a076-4920-99b8-92a287f408b3,d'évoluer Drôme,2001,Saint-Barthélémy,white,dry,65
0a6d5b58-5963-4e09-bd8c-96df042f3484,de rouler Morbihan,2010,Saint-Barthélémy,red,dry,72
0a80eff6-98d7-4429-a717-69a8cfaf32e2,d'atteindre vos buts Vendée,1994,Basse-Normandie,red,sweet,65
0a89d40f-361b-41b5-9208-25e75c2a3704,d'évoluer Alpes-Maritimes,2004,Corse,white,semi-sweet,59
0a98fe3b-050b-44b1-840b-0a0b517ed9c4,d'innover Vendée,1987,Martinique,red,sweet,77
0a99452c-8097-4db9-bf56-dc9c5090b289,d'innover Allier,1968,Champagne-Ardenne,red,semi-sweet,73
0a9edd0c-a821-4ab1-954b-8a4ab2376738,d'innover Mayotte,2009,,,,65
0aa59f11-0d11-484c-a336-02b0b2d90882,d'évoluer Côte-d'Or,2020,Auvergne,red,semi-sweet,63
0aacfe85-dba6-4f8a-b487-233b39359862,de concrétiser vos projets Orne,2018,Province-Alpes-Cote d'Azur,white,sweet,86
0ab683dd-f3af-4ac8-8a23-011a2d487086,d'innover Ardèche,1975,Corse,white,semi-sweet,91
0adb208f-d8f4-4775-aa72-98e7743fd56e,de rouler Rhône,1982,Île-de-France,red,dry,84
0afc73cd-97b6-4f3a-a0b0-d4fc9d19178d,d'atteindre vos buts Hautes-Pyrénées,1968,Nouvelle-Calédonie,red,semi-sweet,73
0b255a33-b1f4-4f5f-b24e-449823857512,de concrétiser vos projets Oise,1984,,,,88
0b2b8046-555a-48b7-9454-7aa86dbb9db7,de concrétiser vos projets Cher,1990,Saint-Barthélémy,red,semi-sweet,91
0b2f9c93-3969-4481-b8b8-20b74140bf1c,de changer Val-de-Marne,1979,Saint-Martin,red,sweet,79
0b3798ca-8051-4e27-b965-2e3145f54a7b,de concrétiser vos projets Orne,2021,Auvergne,white,dry,84
0b3cb047-2348-4c2a-9df4-fbbd7bfb0152,de changer Corrèze,1992,Martinique,white,dry,67
0b7e8aab-63e1-4119-b3d4-49e77cb68ff5,d'atteindre vos buts Vendée,2005,Basse-Normandie,red,sweet,69
0b86f4ea-6f68-47d0-9755-a865fcf98e80,d'innover Guyane,2021,Martinique,red,sweet,69
0b8a4376-7584-4814-89a5-4afad7c814cc,d'innover Haute-Corse,2008,Rhone-Alpes,white,dry,78
0b8b76a4-3198-4ca0-9897-0aa912064e2e,de changer Dordogne,2006,Province-Alpes-Côte d'Azur,white,semi-sweet,61
0b8c8451-7881-44c4-b5a3-2af3b8eebdce,d'évoluer Hautes-Alpes,1995,,,,62
0b9d73e9-3d3a-452a-a5bb-8156abe835ec,de changer Val-de-Marne,1995,Saint-Martin,red,sweet,77
0b9fd7e0-2aa6-41f3-946f-9e2e28e1784c,d'atteindre vos buts Seine-Saint-Denis,2007,Midi-Pyrénées,white,dry,81
0bc2cf6e-a0d1-424c-aaa6-8184d240e111,d'évoluer Marne,2016,Auvergne,red,dry,65
0bc5d31d-445d-4c60-ae9e-12d481ffd470,de changer Isère,1999,Pays-de-Loire,white,semi-sweet,77
0bc9b75f-ae99-4579-babe-2b1847f0295c,d'atteindre vos buts Gard,2008,Rhone-Alpes,white,dry,75
0bcb775a-a7e0-4425-8bf7-efce40b462a6,dinnover Mayotte,1976,Auvergne,white,semi-sweet,64
0bd8fdf4-8c52-4872-a501-14c99c986cb4,d'innover Haute-Corse,2009,Rhone-Alpes,white,dry,78
0bdc4a24-2d57-4a3f-b8ff-f4fc4dc3b012,d'atteindre vos buts Allier,1989,Polynésie française,white,semi-sweet,65
0c03369f-3542-4f11-bd6e-7782c73a9ac3,de changer Isère,1976,Pays-de-Loire,white,semi-sweet,71
0c29ec49-0ff6-4560-90a0-14817401427d,d'innover Allier,2011,Champagne-Ardenne,red,semi-sweet,65
0c41b31b-ea52-4e64-86c7-8ffeab32788c,de changer Alpes-de-Haute-Provence,1997,Nord-Pas-de-Calais,white,sweet,71
0c53e268-38b6-4296-a027-81587c974d63,de louer Loir-et-Cher,1980,Limousin,red,sweet,93
0c66bcd3-8e14-4ff2-8663-323b6016c30a,de concrétiser vos projets Doubs,2021,Centre,red,sweet,67
0c9cd43f-7b38-4d99-905a-861826deb9e2,de louer Pyrénées-Orientales,1989,Polynésie française,white,sweet,67
0cb6bcdf-8ff6-4cde-989f-4ef1a29c88c8,d'innover Drôme,2014,Limousin,white,sweet,83
0ccc86c2-e561-4e99-9f8b-08d5a6a723f8,d'atteindre vos buts Haute-Garonne,2014,,,,82
0ce06ed3-00dd-4d52-b959-0ea5a317a6cd,d'atteindre vos buts Ardennes,2003,Franche-Comté,red,semi-sweet,67
0ce549b7-b13a-44ff-93ba-ca5768039728,d'innover Nord,2015,,,,94
0d09d5e0-e3e0-4d44-ac6d-fcdedca74661,de concrétiser vos projets Cher,1976,Saint-Barthélémy,red,semi-sweet,92
0d2a311d-5d6c-4687-969c-44416af116b9,d'avancer Deux-Sèvres,2010,Aquitaine,red,sweet,95
0d6a55d1-f22b-4c02-aca4-a013e2c35cb4,d'atteindre vos buts Gard,2020,Rhone-Alpes,white,dry,79
0d711a0c-12b3-41ac-a5a0-283c09e33ead,d'innover Nord,1955,,,,94
0d797bdb-6693-4447-8f0a-844b894c2f81,d'atteindre vos buts Haute-Garonne,2003,,,,81
0d837684-79e6-40b6-b2ce-53f94499b3e0,de louer Loir-et-Cher,2019,Limousin,red,sweet,84
0d93659e-0dd0-4ea2-8f47-9cb9ecb79a4c,de louer Pyrénées-Orientales,1970,Polynésie française,white,sweet,74
0d9a5f3c-961b-4ad2-acd6-54b7d0725e84,de changer Cher,1961,,,,64
0d9b873f-fffe-4275-84e9-9565a8e4bae4,de louer Loir-et-Cher,2004,Limousin,red,sweet,86
0d9bba4b-f071-4509-ac8e-689286253c0e,de louer Loir-et-Cher,2020,Limousin,red,sweet,85
0da489ef-efde-453e-a167-27043c4f0eec,d'atteindre vos buts Gard,2017,Rhone-Alpes,white,dry,79
0db20fc3-e9c0-4e12-8cae-f40bd590de94,de louer Loiret,1995,Réunion,white,dry,83
0dddb1a4-fbc3-465f-9e20-6792e30104b5,de changer Alpes-de-Haute-Provence,1986,Nord-Pas-de-Calais,white,sweet,69
0ddea6a1-644f-4b2b-9c94-b7db68dc6f2b,de changer Haute-Vienne,1996,Saint-Martin,red,sweet,67
0ddf0548-bb0f-4ecf-aa84-608b978b6982,de concrétiser vos projets Gard,1999,Bourgogne,white,semi-sweet,82
0e0108ca-977c-4309-8d93-37b1bb4c23c3,d'innover Mayotte,2013,,,,63
0e0447cf-e33f-4edf-a660-335dee295212,de concrétiser vos projets Vosges,1991,Centre,red,dry,75
0e139f00-688b-4cb7-9099-ed2970dc8f64,de concrétiser vos projets Saône-et-Loire,1992,Saint-Pierre-et-Miquelon,red,dry,84
0e1bd405-0111-42b2-bd6b-0ccdba76753f,de rouler Cher,2017,Rhone-Alpes,white,semi-sweet,66
0e1eb0ba-a40a-4ea0-be4c-fe9dec29b010,d'innover Cantal,2015,Pays-de-Loire,red,dry,89
0e68da35-9d7b-4906-8047-bf8097b2187d,de rouler Cher,2004,Rhone-Alpes,white,semi-sweet,58
0e7d4c2e-24bd-4373-88c3-df60e29d6727,d'innover Nord,1965,,,,93
0e83ed8d-b4d6-4918-933d-bbf6e3f9c108,de concrétiser vos projets Cher,1958,Saint-Barthélémy,red,semi-sweet,90
0e9d3ac5-ef75-4a11-9c77-c854fab3def2,d'avancer Meuse,1999,Polynésie française,white,sweet,72
0ea04831-e83f-4ca3-8b4e-2cd3370e7148,d'innover Ardèche,1989,Corse,white,semi-sweet,87
0ea44b4d-26cd-46ce-8c9a-104825202e97,de changer Cher,1984,,,,54
0eb59a13-610b-492a-9be0-e4e25a53323a,d'atteindre vos buts Haute-Garonne,1980,,,,79
0ec2c7fb-b1ca-4ea4-a0c1-a6905b08b9e5,d'avancer Deux-Sèvres,2008,Aquitaine,red,sweet,94
0ed0413e-ee73-4587-8352-7038726943a4,de concrétiser vos projets Cher,1972,Saint-Barthélémy,red,semi-sweet,89
0ed6fea9-6d9a-439e-906f-9cdaa70af9a4,de concrétiser vos projets Seine-Saint-Denis,1976,Franche-Comté,red,semi-sweet,85
0ee55b08-281c-4fd9-a39b-03a33bd3a1b8,d'évoluer Lozère,2002,Poitou-Charentes,white,sweet,65
0ef4badd-cb46-4843-87a0-2faa0dc0e6da,d'atteindre vos buts Hautes-Pyrénées,1975,Nouvelle-Calédonie,red,semi-sweet,70
0f073973-78d9-4021-a654-095d1d57955a,d'évoluer Lozère,2004,Poitou-Charentes,white,sweet,62
0f0f79eb-ea16-430a-b5c8-b31e89770c44,de rouler Indre,1992,Bretagne,red,sweet,88
0f14786f-a1aa-43ee-802e-081928fdb8e0,d'avancer Corse-du-Sud,2010,Franche-Comté,red,dry,80
0f1b305b-7c7e-45ac-836b-e0cd9cdbb012,de rouler Morbihan,2009,Saint-Barthélémy,red,dry,71
0f1d3397-a5d6-4245-9ed9-02033d076acd,d'atteindre vos buts Eure-et-Loir,1980,Auvergne,white,dry,92
0f220fff-0f34-48eb-bfbe-475665024bbb,d'innover Vosges,2001,Centre,white,sweet,82
0f49f438-ba38-4a1c-b112-43a4e970dba0,de concrétiser vos projets Saône-et-Loire,2013,Saint-Pierre-et-Miquelon,red,dry,84
0f776811-cdf9-47a3-b4c8-9e11ba6bf82d,de rouler Charente,2006,Saint-Martin,red,sweet,67
0f8ae795-ed07-4703-a28b-1386cd450cc6,de changer Cher,2001,,,,64
0f92660e-b085-458d-be56-c4358c122bdf,de concrétiser vos projets Seine-Saint-Denis,2013,Franche-Comté,red,semi-sweet,85
